NM_MUNICIP,CD_GEOCMU,CONT
CAPIM BRANCO,3112505,2380
CAPINÓPOLIS,3112604,2381
CAPITÃO ANDRADE,3112653,2382
CAPITÃO ENÉAS,3112703,2383
CAPITÓLIO,3112802,2384
CAPUTIRA,3112901,2385
CARAÍ,3113008,2386
CARANAÍBA,3113107,2387
CARANDAÍ,3113206,2388
CARANGOLA,3113305,2389
CARATINGA,3113404,2390
CARBONITA,3113503,2391
CAREAÇU,3113602,2392
CARLOS CHAGAS,3113701,2393
CARMÉSIA,3113800,2394
CARMO DA CACHOEIRA,3113909,2395
CARMO DA MATA,3114006,2396
CARMO DE MINAS,3114105,2397
CARMO DO CAJURU,3114204,2398
CARMO DO PARANAÍBA,3114303,2399
CARMO DO RIO CLARO,3114402,2400
CARMÓPOLIS DE MINAS,3114501,2401
CARNEIRINHO,3114550,2402
CARRANCAS,3114600,2403
CARVALHÓPOLIS,3114709,2404
CARVALHOS,3114808,2405
CASA GRANDE,3114907,2406
CASCALHO RICO,3115003,2407
CÁSSIA,3115102,2408
CONCEIÇÃO DA BARRA DE MINAS,3115201,2409
CATAGUASES,3115300,2410
CATAS ALTAS,3115359,2411
CATAS ALTAS DA NORUEGA,3115409,2412
CATUJI,3115458,2413
CATUTI,3115474,2414
CAXAMBU,3115508,2415
CEDRO DO ABAETÉ,3115607,2416
CENTRAL DE MINAS,3115706,2417
CENTRALINA,3115805,2418
CHÁCARA,3115904,2419
CHALÉ,3116001,2420
CHAPADA DO NORTE,3116100,2421
CHAPADA GAÚCHA,3116159,2422
CHIADOR,3116209,2423
CIPOTÂNEA,3116308,2424
CLARAVAL,3116407,2425
CLARO DOS POÇÕES,3116506,2426
CLÁUDIO,3116605,2427
COIMBRA,3116704,2428
COLUNA,3116803,2429
COMENDADOR GOMES,3116902,2430
COMERCINHO,3117009,2431
CONCEIÇÃO DA APARECIDA,3117108,2432
CONCEIÇÃO DAS PEDRAS,3117207,2433
CONCEIÇÃO DAS ALAGOAS,3117306,2434
CONCEIÇÃO DE IPANEMA,3117405,2435
CONCEIÇÃO DO MATO DENTRO,3117504,2436
CONCEIÇÃO DO PARÁ,3117603,2437
CONCEIÇÃO DO RIO VERDE,3117702,2438
CONCEIÇÃO DOS OUROS,3117801,2439
CÔNEGO MARINHO,3117836,2440
CONFINS,3117876,2441
CONGONHAL,3117900,2442
CONGONHAS,3118007,2443
CONGONHAS DO NORTE,3118106,2444
CONQUISTA,3118205,2445
CONSELHEIRO LAFAIETE,3118304,2446
CONSELHEIRO PENA,3118403,2447
CONSOLAÇÃO,3118502,2448
CONTAGEM,3118601,2449
COQUEIRAL,3118700,2450
CORAÇÃO DE JESUS,3118809,2451
CORDISBURGO,3118908,2452
CORDISLÂNDIA,3119005,2453
CORINTO,3119104,2454
COROACI,3119203,2455
COROMANDEL,3119302,2456
CORONEL FABRICIANO,3119401,2457
CORONEL MURTA,3119500,2458
CORONEL PACHECO,3119609,2459
CORONEL XAVIER CHAVES,3119708,2460
CÓRREGO DANTA,3119807,2461
CÓRREGO DO BOM JESUS,3119906,2462
CÓRREGO FUNDO,3119955,2463
CÓRREGO NOVO,3120003,2464
COUTO DE MAGALHÃES DE MINAS,3120102,2465
CRISÓLITA,3120151,2466
CRISTAIS,3120201,2467
CRISTÁLIA,3120300,2468
CRISTIANO OTONI,3120409,2469
CRISTINA,3120508,2470
CRUCILÂNDIA,3120607,2471
CRUZEIRO DA FORTALEZA,3120706,2472
CRUZÍLIA,3120805,2473
CUPARAQUE,3120839,2474
CURRAL DE DENTRO,3120870,2475
CURVELO,3120904,2476
DATAS,3121001,2477
DELFIM MOREIRA,3121100,2478
DELFINÓPOLIS,3121209,2479
DELTA,3121258,2480
DESCOBERTO,3121308,2481
DESTERRO DE ENTRE RIOS,3121407,2482
DESTERRO DO MELO,3121506,2483
DIAMANTINA,3121605,2484
DIOGO DE VASCONCELOS,3121704,2485
DIONÍSIO,3121803,2486
DIVINÉSIA,3121902,2487
DIVINO,3122009,2488
DIVINO DAS LARANJEIRAS,3122108,2489
DIVINOLÂNDIA DE MINAS,3122207,2490
DIVINÓPOLIS,3122306,2491
DIVISA ALEGRE,3122355,2492
DIVISA NOVA,3122405,2493
DIVISÓPOLIS,3122454,2494
DOM BOSCO,3122470,2495
DOM CAVATI,3122504,2496
DOM JOAQUIM,3122603,2497
DOM SILVÉRIO,3122702,2498
DOM VIÇOSO,3122801,2499
DONA EUSÉBIA,3122900,2500
DORES DE CAMPOS,3123007,2501
DORES DE GUANHÃES,3123106,2502
DORES DO INDAIÁ,3123205,2503
DORES DO TURVO,3123304,2504
DORESÓPOLIS,3123403,2505
DOURADOQUARA,3123502,2506
DURANDÉ,3123528,2507
ELÓI MENDES,3123601,2508
ENGENHEIRO CALDAS,3123700,2509
ENGENHEIRO NAVARRO,3123809,2510
ENTRE FOLHAS,3123858,2511
ENTRE RIOS DE MINAS,3123908,2512
ERVÁLIA,3124005,2513
ESMERALDAS,3124104,2514
ESPERA FELIZ,3124203,2515
ESPINOSA,3124302,2516
ESPÍRITO SANTO DO DOURADO,3124401,2517
ESTIVA,3124500,2518
ESTRELA DALVA,3124609,2519
ESTRELA DO INDAIÁ,3124708,2520
ESTRELA DO SUL,3124807,2521
EUGENÓPOLIS,3124906,2522
EWBANK DA CÂMARA,3125002,2523
EXTREMA,3125101,2524
FAMA,3125200,2525
FARIA LEMOS,3125309,2526
FELÍCIO DOS SANTOS,3125408,2527
SÃO GONÇALO DO RIO PRETO,3125507,2528
FELISBURGO,3125606,2529
FELIXLÂNDIA,3125705,2530
FERNANDES TOURINHO,3125804,2531
FERROS,3125903,2532
FERVEDOURO,3125952,2533
FLORESTAL,3126000,2534
FORMIGA,3126109,2535
FORMOSO,3126208,2536
FORTALEZA DE MINAS,3126307,2537
FORTUNA DE MINAS,3126406,2538
FRANCISCO BADARÓ,3126505,2539
FRANCISCO DUMONT,3126604,2540
FRANCISCO SÁ,3126703,2541
FRANCISCÓPOLIS,3126752,2542
FREI GASPAR,3126802,2543
FREI INOCÊNCIO,3126901,2544
FREI LAGONEGRO,3126950,2545
FRONTEIRA,3127008,2546
FRONTEIRA DOS VALES,3127057,2547
FRUTA DE LEITE,3127073,2548
FRUTAL,3127107,2549
FUNILÂNDIA,3127206,2550
GALILÉIA,3127305,2551
GAMELEIRAS,3127339,2552
GLAUCILÂNDIA,3127354,2553
GOIABEIRA,3127370,2554
GOIANÁ,3127388,2555
GONÇALVES,3127404,2556
GONZAGA,3127503,2557
GOUVEIA,3127602,2558
GOVERNADOR VALADARES,3127701,2559
GRÃO MOGOL,3127800,2560
GRUPIARA,3127909,2561
GUANHÃES,3128006,2562
GUAPÉ,3128105,2563
GUARACIABA,3128204,2564
GUARACIAMA,3128253,2565
GUARANÉSIA,3128303,2566
GUARANI,3128402,2567
GUARARÁ,3128501,2568
GUARDA-MOR,3128600,2569
GUAXUPÉ,3128709,2570
GUIDOVAL,3128808,2571
GUIMARÂNIA,3128907,2572
GUIRICEMA,3129004,2573
GURINHATÃ,3129103,2574
HELIODORA,3129202,2575
IAPU,3129301,2576
IBERTIOGA,3129400,2577
IBIÁ,3129509,2578
IBIAÍ,3129608,2579
IBIRACATU,3129657,2580
IBIRACI,3129707,2581
IBIRITÉ,3129806,2582
IBITIÚRA DE MINAS,3129905,2583
IBITURUNA,3130002,2584
ICARAÍ DE MINAS,3130051,2585
IGARAPÉ,3130101,2586
IGARATINGA,3130200,2587
IGUATAMA,3130309,2588
IJACI,3130408,2589
ILICÍNEA,3130507,2590
IMBÉ DE MINAS,3130556,2591
INCONFIDENTES,3130606,2592
INDAIABIRA,3130655,2593
INDIANÓPOLIS,3130705,2594
INGAÍ,3130804,2595
INHAPIM,3130903,2596
INHAÚMA,3131000,2597
INIMUTABA,3131109,2598
IPABA,3131158,2599
IPANEMA,3131208,2600
IPATINGA,3131307,2601
IPIAÇU,3131406,2602
IPUIÚNA,3131505,2603
IRAÍ DE MINAS,3131604,2604
ITABIRA,3131703,2605
ITABIRINHA,3131802,2606
ITABIRITO,3131901,2607
ITACAMBIRA,3132008,2608
ITACARAMBI,3132107,2609
ITAGUARA,3132206,2610
ITAIPÉ,3132305,2611
ITAJUBÁ,3132404,2612
ITAMARANDIBA,3132503,2613
ITAMARATI DE MINAS,3132602,2614
ITAMBACURI,3132701,2615
ITAMBÉ DO MATO DENTRO,3132800,2616
ITAMOGI,3132909,2617
ITAMONTE,3133006,2618
ITANHANDU,3133105,2619
ITANHOMI,3133204,2620
ITAOBIM,3133303,2621
ITAPAGIPE,3133402,2622
ITAPECERICA,3133501,2623
ITAPEVA,3133600,2624
ITATIAIUÇU,3133709,2625
ITAÚ DE MINAS,3133758,2626
ITAÚNA,3133808,2627
ITAVERAVA,3133907,2628
ITINGA,3134004,2629
ITUETA,3134103,2630
ITUIUTABA,3134202,2631
ITUMIRIM,3134301,2632
ITURAMA,3134400,2633
ITUTINGA,3134509,2634
JABOTICATUBAS,3134608,2635
JACINTO,3134707,2636
JACUÍ,3134806,2637
JACUTINGA,3134905,2638
JAGUARAÇU,3135001,2639
JAÍBA,3135050,2640
JAMPRUCA,3135076,2641
JANAÚBA,3135100,2642
JANUÁRIA,3135209,2643
JAPARAÍBA,3135308,2644
JAPONVAR,3135357,2645
JECEABA,3135407,2646
JENIPAPO DE MINAS,3135456,2647
JEQUERI,3135506,2648
JEQUITAÍ,3135605,2649
JEQUITIBÁ,3135704,2650
JEQUITINHONHA,3135803,2651
JESUÂNIA,3135902,2652
JOAÍMA,3136009,2653
JOANÉSIA,3136108,2654
JOÃO MONLEVADE,3136207,2655
JOÃO PINHEIRO,3136306,2656
JOAQUIM FELÍCIO,3136405,2657
JORDÂNIA,3136504,2658
JOSÉ GONÇALVES DE MINAS,3136520,2659
JOSÉ RAYDAN,3136553,2660
JOSENÓPOLIS,3136579,2661
NOVA UNIÃO,3136603,2662
JUATUBA,3136652,2663
JUIZ DE FORA,3136702,2664
JURAMENTO,3136801,2665
JURUAIA,3136900,2666
JUVENÍLIA,3136959,2667
LADAINHA,3137007,2668
LAGAMAR,3137106,2669
LAGOA DA PRATA,3137205,2670
LAGOA DOS PATOS,3137304,2671
LAGOA DOURADA,3137403,2672
LAGOA FORMOSA,3137502,2673
LAGOA GRANDE,3137536,2674
LAGOA SANTA,3137601,2675
LAJINHA,3137700,2676
LAMBARI,3137809,2677
LAMIM,3137908,2678
LARANJAL,3138005,2679
LASSANCE,3138104,2680
LAVRAS,3138203,2681
LEANDRO FERREIRA,3138302,2682
LEME DO PRADO,3138351,2683
LEOPOLDINA,3138401,2684
LIBERDADE,3138500,2685
LIMA DUARTE,3138609,2686
LIMEIRA DO OESTE,3138625,2687
LONTRA,3138658,2688
LUISBURGO,3138674,2689
LUISLÂNDIA,3138682,2690
LUMINÁRIAS,3138708,2691
LUZ,3138807,2692
MACHACALIS,3138906,2693
MACHADO,3139003,2694
MADRE DE DEUS DE MINAS,3139102,2695
MALACACHETA,3139201,2696
MAMONAS,3139250,2697
MANGA,3139300,2698
MANHUAÇU,3139409,2699
MANHUMIRIM,3139508,2700
MANTENA,3139607,2701
MARAVILHAS,3139706,2702
MAR DE ESPANHA,3139805,2703
MARIA DA FÉ,3139904,2704
MARIANA,3140001,2705
MARILAC,3140100,2706
MÁRIO CAMPOS,3140159,2707
MARIPÁ DE MINAS,3140209,2708
MARLIÉRIA,3140308,2709
MARMELÓPOLIS,3140407,2710
MARTINHO CAMPOS,3140506,2711
MARTINS SOARES,3140530,2712
MATA VERDE,3140555,2713
MATERLÂNDIA,3140605,2714
MATEUS LEME,3140704,2715
MATIAS BARBOSA,3140803,2716
MATIAS CARDOSO,3140852,2717
MATIPÓ,3140902,2718
MATO VERDE,3141009,2719
MATOZINHOS,3141108,2720
MATUTINA,3141207,2721
MEDEIROS,3141306,2722
MEDINA,3141405,2723
MENDES PIMENTEL,3141504,2724
MERCÊS,3141603,2725
MESQUITA,3141702,2726
MINAS NOVAS,3141801,2727
MINDURI,3141900,2728
MIRABELA,3142007,2729
MIRADOURO,3142106,2730
MIRAÍ,3142205,2731
MIRAVÂNIA,3142254,2732
MOEDA,3142304,2733
MOEMA,3142403,2734
MONJOLOS,3142502,2735
MONSENHOR PAULO,3142601,2736
MONTALVÂNIA,3142700,2737
MONTE ALEGRE DE MINAS,3142809,2738
MONTE AZUL,3142908,2739
MONTE BELO,3143005,2740
MONTE CARMELO,3143104,2741
MONTE FORMOSO,3143153,2742
MONTE SANTO DE MINAS,3143203,2743
MONTES CLAROS,3143302,2744
MONTE SIÃO,3143401,2745
MONTEZUMA,3143450,2746
MORADA NOVA DE MINAS,3143500,2747
MORRO DA GARÇA,3143609,2748
MORRO DO PILAR,3143708,2749
MUNHOZ,3143807,2750
MURIAÉ,3143906,2751
MUTUM,3144003,2752
MUZAMBINHO,3144102,2753
NACIP RAYDAN,3144201,2754
NANUQUE,3144300,2755
NAQUE,3144359,2756
NATALÂNDIA,3144375,2757
NATÉRCIA,3144409,2758
NAZARENO,3144508,2759
NEPOMUCENO,3144607,2760
NINHEIRA,3144656,2761
NOVA BELÉM,3144672,2762
NOVA ERA,3144706,2763
NOVA LIMA,3144805,2764
NOVA MÓDICA,3144904,2765
NOVA PONTE,3145000,2766
NOVA PORTEIRINHA,3145059,2767
NOVA RESENDE,3145109,2768
NOVA SERRANA,3145208,2769
NOVO CRUZEIRO,3145307,2770
NOVO ORIENTE DE MINAS,3145356,2771
NOVORIZONTE,3145372,2772
OLARIA,3145406,2773
OLHOS-D'ÁGUA,3145455,2774
OLÍMPIO NORONHA,3145505,2775
OLIVEIRA,3145604,2776
OLIVEIRA FORTES,3145703,2777
ONÇA DE PITANGUI,3145802,2778
ORATÓRIOS,3145851,2779
ORIZÂNIA,3145877,2780
OURO BRANCO,3145901,2781
OURO FINO,3146008,2782
OURO PRETO,3146107,2783
OURO VERDE DE MINAS,3146206,2784
PADRE CARVALHO,3146255,2785
PADRE PARAÍSO,3146305,2786
PAINEIRAS,3146404,2787
PAINS,3146503,2788
PAI PEDRO,3146552,2789
PAIVA,3146602,2790
PALMA,3146701,2791
PALMÓPOLIS,3146750,2792
PAPAGAIOS,3146909,2793
PARACATU,3147006,2794
PARÁ DE MINAS,3147105,2795
PARAGUAÇU,3147204,2796
PARAISÓPOLIS,3147303,2797
PARAOPEBA,3147402,2798
PASSABÉM,3147501,2799
PASSA QUATRO,3147600,2800
PASSA TEMPO,3147709,2801
PASSA VINTE,3147808,2802
PASSOS,3147907,2803
PATIS,3147956,2804
PATOS DE MINAS,3148004,2805
PATROCÍNIO,3148103,2806
PATROCÍNIO DO MURIAÉ,3148202,2807
PAULA CÂNDIDO,3148301,2808
PAULISTAS,3148400,2809
PAVÃO,3148509,2810
PEÇANHA,3148608,2811
PEDRA AZUL,3148707,2812
PEDRA BONITA,3148756,2813
PEDRA DO ANTA,3148806,2814
PEDRA DO INDAIÁ,3148905,2815
PEDRA DOURADA,3149002,2816
PEDRALVA,3149101,2817
PEDRAS DE MARIA DA CRUZ,3149150,2818
PEDRINÓPOLIS,3149200,2819
PEDRO LEOPOLDO,3149309,2820
PEDRO TEIXEIRA,3149408,2821
PEQUERI,3149507,2822
PEQUI,3149606,2823
PERDIGÃO,3149705,2824
PERDIZES,3149804,2825
PERDÕES,3149903,2826
PERIQUITO,3149952,2827
PESCADOR,3150000,2828
PIAU,3150109,2829
PIEDADE DE CARATINGA,3150158,2830
PIEDADE DE PONTE NOVA,3150208,2831
PIEDADE DO RIO GRANDE,3150307,2832
PIEDADE DOS GERAIS,3150406,2833
PIMENTA,3150505,2834
PINGO D'ÁGUA,3150539,2835
PINTÓPOLIS,3150570,2836
PIRACEMA,3150604,2837
PIRAJUBA,3150703,2838
PIRANGA,3150802,2839
PIRANGUÇU,3150901,2840
PIRANGUINHO,3151008,2841
PIRAPETINGA,3151107,2842
PIRAPORA,3151206,2843
PIRAÚBA,3151305,2844
PITANGUI,3151404,2845
PIUMHI,3151503,2846
PLANURA,3151602,2847
POÇO FUNDO,3151701,2848
POÇOS DE CALDAS,3151800,2849
POCRANE,3151909,2850
POMPÉU,3152006,2851
PONTE NOVA,3152105,2852
PONTO CHIQUE,3152131,2853
PONTO DOS VOLANTES,3152170,2854
PORTEIRINHA,3152204,2855
PORTO FIRME,3152303,2856
POTÉ,3152402,2857
POUSO ALEGRE,3152501,2858
POUSO ALTO,3152600,2859
PRADOS,3152709,2860
PRATA,3152808,2861
PRATÁPOLIS,3152907,2862
PRATINHA,3153004,2863
PRESIDENTE BERNARDES,3153103,2864
PRESIDENTE JUSCELINO,3153202,2865
PRESIDENTE KUBITSCHEK,3153301,2866
PRESIDENTE OLEGÁRIO,3153400,2867
ALTO JEQUITIBÁ,3153509,2868
PRUDENTE DE MORAIS,3153608,2869
QUARTEL GERAL,3153707,2870
QUELUZITO,3153806,2871
RAPOSOS,3153905,2872
RAUL SOARES,3154002,2873
RECREIO,3154101,2874
REDUTO,3154150,2875
RESENDE COSTA,3154200,2876
RESPLENDOR,3154309,2877
RESSAQUINHA,3154408,2878
RIACHINHO,3154457,2879
RIACHO DOS MACHADOS,3154507,2880
RIBEIRÃO DAS NEVES,3154606,2881
RIBEIRÃO VERMELHO,3154705,2882
RIO ACIMA,3154804,2883
RIO CASCA,3154903,2884
RIO DOCE,3155009,2885
RIO DO PRADO,3155108,2886
RIO ESPERA,3155207,2887
RIO MANSO,3155306,2888
RIO NOVO,3155405,2889
RIO PARANAÍBA,3155504,2890
RIO PARDO DE MINAS,3155603,2891
RIO PIRACICABA,3155702,2892
RIO POMBA,3155801,2893
RIO PRETO,3155900,2894
RIO VERMELHO,3156007,2895
RITÁPOLIS,3156106,2896
ROCHEDO DE MINAS,3156205,2897
RODEIRO,3156304,2898
ROMARIA,3156403,2899
ROSÁRIO DA LIMEIRA,3156452,2900
RUBELITA,3156502,2901
RUBIM,3156601,2902
SABARÁ,3156700,2903
SABINÓPOLIS,3156809,2904
SACRAMENTO,3156908,2905
SALINAS,3157005,2906
SALTO DA DIVISA,3157104,2907
SANTA BÁRBARA,3157203,2908
SANTA BÁRBARA DO LESTE,3157252,2909
SANTA BÁRBARA DO MONTE VERDE,3157278,2910
SANTA BÁRBARA DO TUGÚRIO,3157302,2911
SANTA CRUZ DE MINAS,3157336,2912
SANTA CRUZ DE SALINAS,3157377,2913
SANTA CRUZ DO ESCALVADO,3157401,2914
SANTA EFIGÊNIA DE MINAS,3157500,2915
SANTA FÉ DE MINAS,3157609,2916
SANTA HELENA DE MINAS,3157658,2917
SANTA JULIANA,3157708,2918
SANTA LUZIA,3157807,2919
SANTA MARGARIDA,3157906,2920
SANTA MARIA DE ITABIRA,3158003,2921
SANTA MARIA DO SALTO,3158102,2922
SANTA MARIA DO SUAÇUÍ,3158201,2923
SANTANA DA VARGEM,3158300,2924
SANTANA DE CATAGUASES,3158409,2925
SANTANA DE PIRAPAMA,3158508,2926
SANTANA DO DESERTO,3158607,2927
SANTANA DO GARAMBÉU,3158706,2928
SANTANA DO JACARÉ,3158805,2929
SANTANA DO MANHUAÇU,3158904,2930
SANTANA DO PARAÍSO,3158953,2931
SANTANA DO RIACHO,3159001,2932
SANTANA DOS MONTES,3159100,2933
SANTA RITA DE CALDAS,3159209,2934
SANTA RITA DE JACUTINGA,3159308,2935
SANTA RITA DE MINAS,3159357,2936
SANTA RITA DE IBITIPOCA,3159407,2937
SANTA RITA DO ITUETO,3159506,2938
SANTA RITA DO SAPUCAÍ,3159605,2939
SANTA ROSA DA SERRA,3159704,2940
SANTA VITÓRIA,3159803,2941
SANTO ANTÔNIO DO AMPARO,3159902,2942
SANTO ANTÔNIO DO AVENTUREIRO,3160009,2943
SANTO ANTÔNIO DO GRAMA,3160108,2944
SANTO ANTÔNIO DO ITAMBÉ,3160207,2945
SANTO ANTÔNIO DO JACINTO,3160306,2946
SANTO ANTÔNIO DO MONTE,3160405,2947
SANTO ANTÔNIO DO RETIRO,3160454,2948
SANTO ANTÔNIO DO RIO ABAIXO,3160504,2949
SANTO HIPÓLITO,3160603,2950
SANTOS DUMONT,3160702,2951
SÃO BENTO ABADE,3160801,2952
SÃO BRÁS DO SUAÇUÍ,3160900,2953
SÃO DOMINGOS DAS DORES,3160959,2954
SÃO DOMINGOS DO PRATA,3161007,2955
SÃO FÉLIX DE MINAS,3161056,2956
SÃO FRANCISCO,3161106,2957
SÃO FRANCISCO DE PAULA,3161205,2958
SÃO FRANCISCO DE SALES,3161304,2959
SÃO FRANCISCO DO GLÓRIA,3161403,2960
SÃO GERALDO,3161502,2961
SÃO GERALDO DA PIEDADE,3161601,2962
SÃO GERALDO DO BAIXIO,3161650,2963
SÃO GONÇALO DO ABAETÉ,3161700,2964
SÃO GONÇALO DO PARÁ,3161809,2965
SÃO GONÇALO DO RIO ABAIXO,3161908,2966
SÃO GONÇALO DO SAPUCAÍ,3162005,2967
SÃO GOTARDO,3162104,2968
SÃO JOÃO BATISTA DO GLÓRIA,3162203,2969
SÃO JOÃO DA LAGOA,3162252,2970
SÃO JOÃO DA MATA,3162302,2971
SÃO JOÃO DA PONTE,3162401,2972
SÃO JOÃO DAS MISSÕES,3162450,2973
SÃO JOÃO DEL REI,3162500,2974
SÃO JOÃO DO MANHUAÇU,3162559,2975
SÃO JOÃO DO MANTENINHA,3162575,2976
SÃO JOÃO DO ORIENTE,3162609,2977
SÃO JOÃO DO PACUÍ,3162658,2978
SÃO JOÃO DO PARAÍSO,3162708,2979
SÃO JOÃO EVANGELISTA,3162807,2980
SÃO JOÃO NEPOMUCENO,3162906,2981
SÃO JOAQUIM DE BICAS,3162922,2982
SÃO JOSÉ DA BARRA,3162948,2983
SÃO JOSÉ DA LAPA,3162955,2984
SÃO JOSÉ DA SAFIRA,3163003,2985
SÃO JOSÉ DA VARGINHA,3163102,2986
SÃO JOSÉ DO ALEGRE,3163201,2987
SÃO JOSÉ DO DIVINO,3163300,2988
SÃO JOSÉ DO GOIABAL,3163409,2989
SÃO JOSÉ DO JACURI,3163508,2990
SÃO JOSÉ DO MANTIMENTO,3163607,2991
SÃO LOURENÇO,3163706,2992
SÃO MIGUEL DO ANTA,3163805,2993
SÃO PEDRO DA UNIÃO,3163904,2994
SÃO PEDRO DOS FERROS,3164001,2995
SÃO PEDRO DO SUAÇUÍ,3164100,2996
SÃO ROMÃO,3164209,2997
SÃO ROQUE DE MINAS,3164308,2998
SÃO SEBASTIÃO DA BELA VISTA,3164407,2999
SÃO SEBASTIÃO DA VARGEM ALEGRE,3164431,3000
SÃO SEBASTIÃO DO ANTA,3164472,3001
SÃO SEBASTIÃO DO MARANHÃO,3164506,3002
SÃO SEBASTIÃO DO OESTE,3164605,3003
SÃO SEBASTIÃO DO PARAÍSO,3164704,3004
SÃO SEBASTIÃO DO RIO PRETO,3164803,3005
SÃO SEBASTIÃO DO RIO VERDE,3164902,3006
SÃO TIAGO,3165008,3007
SÃO TOMÁS DE AQUINO,3165107,3008
SÃO THOMÉ DAS LETRAS,3165206,3009
SÃO VICENTE DE MINAS,3165305,3010
SAPUCAÍ-MIRIM,3165404,3011
SARDOÁ,3165503,3012
SARZEDO,3165537,3013
SETUBINHA,3165552,3014
SEM-PEIXE,3165560,3015
SENADOR AMARAL,3165578,3016
SENADOR CORTES,3165602,3017
SENADOR FIRMINO,3165701,3018
SENADOR JOSÉ BENTO,3165800,3019
SENADOR MODESTINO GONÇALVES,3165909,3020
SENHORA DE OLIVEIRA,3166006,3021
SENHORA DO PORTO,3166105,3022
SENHORA DOS REMÉDIOS,3166204,3023
SERICITA,3166303,3024
SERITINGA,3166402,3025
SERRA AZUL DE MINAS,3166501,3026
SERRA DA SAUDADE,3166600,3027
SERRA DOS AIMORÉS,3166709,3028
SERRA DO SALITRE,3166808,3029
SERRANIA,3166907,3030
SERRANÓPOLIS DE MINAS,3166956,3031
SERRANOS,3167004,3032
SERRO,3167103,3033
SETE LAGOAS,3167202,3034
SILVEIRÂNIA,3167301,3035
SILVIANÓPOLIS,3167400,3036
SIMÃO PEREIRA,3167509,3037
SIMONÉSIA,3167608,3038
SOBRÁLIA,3167707,3039
SOLEDADE DE MINAS,3167806,3040
TABULEIRO,3167905,3041
TAIOBEIRAS,3168002,3042
TAPARUBA,3168051,3043
TAPIRA,3168101,3044
TAPIRAÍ,3168200,3045
TAQUARAÇU DE MINAS,3168309,3046
TARUMIRIM,3168408,3047
TEIXEIRAS,3168507,3048
TEÓFILO OTONI,3168606,3049
TIMÓTEO,3168705,3050
TIRADENTES,3168804,3051
TIROS,3168903,3052
TOCANTINS,3169000,3053
TOCOS DO MOJI,3169059,3054
TOLEDO,3169109,3055
TOMBOS,3169208,3056
TRÊS CORAÇÕES,3169307,3057
TRÊS MARIAS,3169356,3058
TRÊS PONTAS,3169406,3059
TUMIRITINGA,3169505,3060
TUPACIGUARA,3169604,3061
TURMALINA,3169703,3062
TURVOLÂNDIA,3169802,3063
UBÁ,3169901,3064
UBAÍ,3170008,3065
UBAPORANGA,3170057,3066
UBERABA,3170107,3067
UBERLÂNDIA,3170206,3068
UMBURATIBA,3170305,3069
UNAÍ,3170404,3070
UNIÃO DE MINAS,3170438,3071
URUANA DE MINAS,3170479,3072
URUCÂNIA,3170503,3073
URUCUIA,3170529,3074
VARGEM ALEGRE,3170578,3075
VARGEM BONITA,3170602,3076
VARGEM GRANDE DO RIO PARDO,3170651,3077
VARGINHA,3170701,3078
VARJÃO DE MINAS,3170750,3079
VÁRZEA DA PALMA,3170800,3080
VARZELÂNDIA,3170909,3081
VAZANTE,3171006,3082
VERDELÂNDIA,3171030,3083
VEREDINHA,3171071,3084
VERÍSSIMO,3171105,3085
VERMELHO NOVO,3171154,3086
VESPASIANO,3171204,3087
VIÇOSA,3171303,3088
VIEIRAS,3171402,3089
MATHIAS LOBATO,3171501,3090
VIRGEM DA LAPA,3171600,3091
VIRGÍNIA,3171709,3092
VIRGINÓPOLIS,3171808,3093
VIRGOLÂNDIA,3171907,3094
VISCONDE DO RIO BRANCO,3172004,3095
VOLTA GRANDE,3172103,3096
WENCESLAU BRAZ,3172202,3097
AFONSO CLÁUDIO,3200102,3098
ÁGUIA BRANCA,3200136,3099
ÁGUA DOCE DO NORTE,3200169,3100
ALEGRE,3200201,3101
ALFREDO CHAVES,3200300,3102
ALTO RIO NOVO,3200359,3103
ANCHIETA,3200409,3104
APIACÁ,3200508,3105
ARACRUZ,3200607,3106
ATÍLIO VIVACQUA,3200706,3107
BAIXO GUANDU,3200805,3108
BARRA DE SÃO FRANCISCO,3200904,3109
BOA ESPERANÇA,3201001,3110
BOM JESUS DO NORTE,3201100,3111
BREJETUBA,3201159,3112
CACHOEIRO DE ITAPEMIRIM,3201209,3113
CARIACICA,3201308,3114
CASTELO,3201407,3115
COLATINA,3201506,3116
CONCEIÇÃO DA BARRA,3201605,3117
CONCEIÇÃO DO CASTELO,3201704,3118
DIVINO DE SÃO LOURENÇO,3201803,3119
DOMINGOS MARTINS,3201902,3120
DORES DO RIO PRETO,3202009,3121
ECOPORANGA,3202108,3122
FUNDÃO,3202207,3123
GOVERNADOR LINDENBERG,3202256,3124
GUAÇUÍ,3202306,3125
GUARAPARI,3202405,3126
IBATIBA,3202454,3127
IBIRAÇU,3202504,3128
IBITIRAMA,3202553,3129
ICONHA,3202603,3130
IRUPI,3202652,3131
ITAGUAÇU,3202702,3132
ITAPEMIRIM,3202801,3133
ITARANA,3202900,3134
IÚNA,3203007,3135
JAGUARÉ,3203056,3136
JERÔNIMO MONTEIRO,3203106,3137
JOÃO NEIVA,3203130,3138
LARANJA DA TERRA,3203163,3139
LINHARES,3203205,3140
MANTENÓPOLIS,3203304,3141
MARATAÍZES,3203320,3142
MARECHAL FLORIANO,3203346,3143
