NM_MUNICIP,CD_GEOCMU,CONT
CRISTAL DO SUL,4306072,4732
CRUZ ALTA,4306106,4733
CRUZALTENSE,4306130,4734
CRUZEIRO DO SUL,4306205,4735
DAVID CANABARRO,4306304,4736
DERRUBADAS,4306320,4737
DEZESSEIS DE NOVEMBRO,4306353,4738
DILERMANDO DE AGUIAR,4306379,4739
DOIS IRMÃOS,4306403,4740
DOIS IRMÃOS DAS MISSÕES,4306429,4741
DOIS LAJEADOS,4306452,4742
DOM FELICIANO,4306502,4743
DOM PEDRO DE ALCÂNTARA,4306551,4744
DOM PEDRITO,4306601,4745
DONA FRANCISCA,4306700,4746
DOUTOR MAURÍCIO CARDOSO,4306734,4747
DOUTOR RICARDO,4306759,4748
ELDORADO DO SUL,4306767,4749
ENCANTADO,4306809,4750
ENCRUZILHADA DO SUL,4306908,4751
ENGENHO VELHO,4306924,4752
ENTRE-IJUÍS,4306932,4753
ENTRE RIOS DO SUL,4306957,4754
EREBANGO,4306973,4755
ERECHIM,4307005,4756
ERNESTINA,4307054,4757
HERVAL,4307104,4758
ERVAL GRANDE,4307203,4759
ERVAL SECO,4307302,4760
ESMERALDA,4307401,4761
ESPERANÇA DO SUL,4307450,4762
ESPUMOSO,4307500,4763
ESTAÇÃO,4307559,4764
ESTÂNCIA VELHA,4307609,4765
ESTEIO,4307708,4766
ESTRELA,4307807,4767
ESTRELA VELHA,4307815,4768
EUGÊNIO DE CASTRO,4307831,4769
FAGUNDES VARELA,4307864,4770
FARROUPILHA,4307906,4771
FAXINAL DO SOTURNO,4308003,4772
FAXINALZINHO,4308052,4773
FAZENDA VILANOVA,4308078,4774
FELIZ,4308102,4775
FLORES DA CUNHA,4308201,4776
FLORIANO PEIXOTO,4308250,4777
FONTOURA XAVIER,4308300,4778
FORMIGUEIRO,4308409,4779
FORQUETINHA,4308433,4780
FORTALEZA DOS VALOS,4308458,4781
FREDERICO WESTPHALEN,4308508,4782
GARIBALDI,4308607,4783
GARRUCHOS,4308656,4784
GAURAMA,4308706,4785
GENERAL CÂMARA,4308805,4786
GENTIL,4308854,4787
GETÚLIO VARGAS,4308904,4788
GIRUÁ,4309001,4789
GLORINHA,4309050,4790
GRAMADO,4309100,4791
GRAMADO DOS LOUREIROS,4309126,4792
GRAMADO XAVIER,4309159,4793
GRAVATAÍ,4309209,4794
GUABIJU,4309258,4795
GUAÍBA,4309308,4796
GUAPORÉ,4309407,4797
GUARANI DAS MISSÕES,4309506,4798
HARMONIA,4309555,4799
HERVEIRAS,4309571,4800
HORIZONTINA,4309605,4801
HULHA NEGRA,4309654,4802
HUMAITÁ,4309704,4803
IBARAMA,4309753,4804
IBIAÇÁ,4309803,4805
IBIRAIARAS,4309902,4806
IBIRAPUITÃ,4309951,4807
IBIRUBÁ,4310009,4808
IGREJINHA,4310108,4809
IJUÍ,4310207,4810
ILÓPOLIS,4310306,4811
IMBÉ,4310330,4812
IMIGRANTE,4310363,4813
INDEPENDÊNCIA,4310405,4814
INHACORÁ,4310413,4815
IPÊ,4310439,4816
IPIRANGA DO SUL,4310462,4817
IRAÍ,4310504,4818
ITAARA,4310538,4819
ITACURUBI,4310553,4820
ITAPUCA,4310579,4821
ITAQUI,4310603,4822
ITATI,4310652,4823
ITATIBA DO SUL,4310702,4824
IVORÁ,4310751,4825
IVOTI,4310801,4826
JABOTICABA,4310850,4827
JACUIZINHO,4310876,4828
JACUTINGA,4310900,4829
JAGUARÃO,4311007,4830
JAGUARI,4311106,4831
JAQUIRANA,4311122,4832
JARI,4311130,4833
JÓIA,4311155,4834
JÚLIO DE CASTILHOS,4311205,4835
LAGOA BONITA DO SUL,4311239,4836
LAGOÃO,4311254,4837
LAGOA DOS TRÊS CANTOS,4311270,4838
LAGOA VERMELHA,4311304,4839
LAJEADO,4311403,4840
LAJEADO DO BUGRE,4311429,4841
LAVRAS DO SUL,4311502,4842
LIBERATO SALZANO,4311601,4843
LINDOLFO COLLOR,4311627,4844
LINHA NOVA,4311643,4845
MACHADINHO,4311700,4846
MAÇAMBARÁ,4311718,4847
MAMPITUBA,4311734,4848
MANOEL VIANA,4311759,4849
MAQUINÉ,4311775,4850
MARATÁ,4311791,4851
MARAU,4311809,4852
MARCELINO RAMOS,4311908,4853
MARIANA PIMENTEL,4311981,4854
MARIANO MORO,4312005,4855
MARQUES DE SOUZA,4312054,4856
MATA,4312104,4857
MATO CASTELHANO,4312138,4858
MATO LEITÃO,4312153,4859
MATO QUEIMADO,4312179,4860
MAXIMILIANO DE ALMEIDA,4312203,4861
MINAS DO LEÃO,4312252,4862
MIRAGUAÍ,4312302,4863
MONTAURI,4312351,4864
MONTE ALEGRE DOS CAMPOS,4312377,4865
MONTE BELO DO SUL,4312385,4866
MONTENEGRO,4312401,4867
MORMAÇO,4312427,4868
MORRINHOS DO SUL,4312443,4869
MORRO REDONDO,4312450,4870
MORRO REUTER,4312476,4871
MOSTARDAS,4312500,4872
MUÇUM,4312609,4873
MUITOS CAPÕES,4312617,4874
MULITERNO,4312625,4875
NÃO-ME-TOQUE,4312658,4876
NICOLAU VERGUEIRO,4312674,4877
NONOAI,4312708,4878
NOVA ALVORADA,4312757,4879
NOVA ARAÇÁ,4312807,4880
NOVA BASSANO,4312906,4881
NOVA BOA VISTA,4312955,4882
NOVA BRÉSCIA,4313003,4883
NOVA CANDELÁRIA,4313011,4884
NOVA ESPERANÇA DO SUL,4313037,4885
NOVA HARTZ,4313060,4886
NOVA PÁDUA,4313086,4887
NOVA PALMA,4313102,4888
NOVA PETRÓPOLIS,4313201,4889
NOVA PRATA,4313300,4890
NOVA RAMADA,4313334,4891
NOVA ROMA DO SUL,4313359,4892
NOVA SANTA RITA,4313375,4893
NOVO CABRAIS,4313391,4894
NOVO HAMBURGO,4313409,4895
NOVO MACHADO,4313425,4896
NOVO TIRADENTES,4313441,4897
NOVO XINGU,4313466,4898
NOVO BARREIRO,4313490,4899
OSÓRIO,4313508,4900
PAIM FILHO,4313607,4901
PALMARES DO SUL,4313656,4902
PALMEIRA DAS MISSÕES,4313706,4903
PALMITINHO,4313805,4904
PANAMBI,4313904,4905
PANTANO GRANDE,4313953,4906
PARAÍ,4314001,4907
PARAÍSO DO SUL,4314027,4908
PARECI NOVO,4314035,4909
PAROBÉ,4314050,4910
PASSA SETE,4314068,4911
PASSO DO SOBRADO,4314076,4912
PASSO FUNDO,4314100,4913
PAULO BENTO,4314134,4914
PAVERAMA,4314159,4915
PEDRAS ALTAS,4314175,4916
PEDRO OSÓRIO,4314209,4917
PEJUÇARA,4314308,4918
PELOTAS,4314407,4919
PICADA CAFÉ,4314423,4920
PINHAL,4314456,4921
PINHAL DA SERRA,4314464,4922
PINHAL GRANDE,4314472,4923
PINHEIRINHO DO VALE,4314498,4924
PINHEIRO MACHADO,4314506,4925
PINTO BANDEIRA,4314548,4926
PIRAPÓ,4314555,4927
PIRATINI,4314605,4928
PLANALTO,4314704,4929
POÇO DAS ANTAS,4314753,4930
PONTÃO,4314779,4931
PONTE PRETA,4314787,4932
PORTÃO,4314803,4933
PORTO ALEGRE,4314902,4934
PORTO LUCENA,4315008,4935
PORTO MAUÁ,4315057,4936
PORTO VERA CRUZ,4315073,4937
PORTO XAVIER,4315107,4938
POUSO NOVO,4315131,4939
PRESIDENTE LUCENA,4315149,4940
PROGRESSO,4315156,4941
PROTÁSIO ALVES,4315172,4942
PUTINGA,4315206,4943
QUARAÍ,4315305,4944
QUATRO IRMÃOS,4315313,4945
QUEVEDOS,4315321,4946
QUINZE DE NOVEMBRO,4315354,4947
REDENTORA,4315404,4948
RELVADO,4315453,4949
RESTINGA SÊCA,4315503,4950
RIO DOS ÍNDIOS,4315552,4951
RIO GRANDE,4315602,4952
RIO PARDO,4315701,4953
RIOZINHO,4315750,4954
ROCA SALES,4315800,4955
RODEIO BONITO,4315909,4956
ROLADOR,4315958,4957
ROLANTE,4316006,4958
RONDA ALTA,4316105,4959
RONDINHA,4316204,4960
ROQUE GONZALES,4316303,4961
ROSÁRIO DO SUL,4316402,4962
SAGRADA FAMÍLIA,4316428,4963
SALDANHA MARINHO,4316436,4964
SALTO DO JACUÍ,4316451,4965
SALVADOR DAS MISSÕES,4316477,4966
SALVADOR DO SUL,4316501,4967
SANANDUVA,4316600,4968
SANTA BÁRBARA DO SUL,4316709,4969
SANTA CECÍLIA DO SUL,4316733,4970
SANTA CLARA DO SUL,4316758,4971
SANTA CRUZ DO SUL,4316808,4972
SANTA MARIA,4316907,4973
SANTA MARIA DO HERVAL,4316956,4974
SANTA MARGARIDA DO SUL,4316972,4975
SANTANA DA BOA VISTA,4317004,4976
SANT'ANA DO LIVRAMENTO,4317103,4977
SANTA ROSA,4317202,4978
SANTA TEREZA,4317251,4979
SANTA VITÓRIA DO PALMAR,4317301,4980
SANTIAGO,4317400,4981
SANTO ÂNGELO,4317509,4982
SANTO ANTÔNIO DO PALMA,4317558,4983
SANTO ANTÔNIO DA PATRULHA,4317608,4984
SANTO ANTÔNIO DAS MISSÕES,4317707,4985
SANTO ANTÔNIO DO PLANALTO,4317756,4986
SANTO AUGUSTO,4317806,4987
SANTO CRISTO,4317905,4988
SANTO EXPEDITO DO SUL,4317954,4989
SÃO BORJA,4318002,4990
SÃO DOMINGOS DO SUL,4318051,4991
SÃO FRANCISCO DE ASSIS,4318101,4992
SÃO FRANCISCO DE PAULA,4318200,4993
SÃO GABRIEL,4318309,4994
SÃO JERÔNIMO,4318408,4995
SÃO JOÃO DA URTIGA,4318424,4996
SÃO JOÃO DO POLÊSINE,4318432,4997
SÃO JORGE,4318440,4998
SÃO JOSÉ DAS MISSÕES,4318457,4999
SÃO JOSÉ DO HERVAL,4318465,5000
SÃO JOSÉ DO HORTÊNCIO,4318481,5001
SÃO JOSÉ DO INHACORÁ,4318499,5002
SÃO JOSÉ DO NORTE,4318507,5003
SÃO JOSÉ DO OURO,4318606,5004
SÃO JOSÉ DO SUL,4318614,5005
SÃO JOSÉ DOS AUSENTES,4318622,5006
SÃO LEOPOLDO,4318705,5007
SÃO LOURENÇO DO SUL,4318804,5008
SÃO LUIZ GONZAGA,4318903,5009
SÃO MARCOS,4319000,5010
SÃO MARTINHO,4319109,5011
SÃO MARTINHO DA SERRA,4319125,5012
SÃO MIGUEL DAS MISSÕES,4319158,5013
SÃO NICOLAU,4319208,5014
SÃO PAULO DAS MISSÕES,4319307,5015
SÃO PEDRO DA SERRA,4319356,5016
SÃO PEDRO DAS MISSÕES,4319364,5017
SÃO PEDRO DO BUTIÁ,4319372,5018
SÃO PEDRO DO SUL,4319406,5019
SÃO SEBASTIÃO DO CAÍ,4319505,5020
SÃO SEPÉ,4319604,5021
SÃO VALENTIM,4319703,5022
SÃO VALENTIM DO SUL,4319711,5023
SÃO VALÉRIO DO SUL,4319737,5024
SÃO VENDELINO,4319752,5025
SÃO VICENTE DO SUL,4319802,5026
SAPIRANGA,4319901,5027
SAPUCAIA DO SUL,4320008,5028
SARANDI,4320107,5029
SEBERI,4320206,5030
SEDE NOVA,4320230,5031
SEGREDO,4320263,5032
SELBACH,4320305,5033
SENADOR SALGADO FILHO,4320321,5034
SENTINELA DO SUL,4320354,5035
SERAFINA CORRÊA,4320404,5036
SÉRIO,4320453,5037
SERTÃO,4320503,5038
SERTÃO SANTANA,4320552,5039
SETE DE SETEMBRO,4320578,5040
SEVERIANO DE ALMEIDA,4320602,5041
SILVEIRA MARTINS,4320651,5042
SINIMBU,4320677,5043
SOBRADINHO,4320701,5044
SOLEDADE,4320800,5045
TABAÍ,4320859,5046
TAPEJARA,4320909,5047
TAPERA,4321006,5048
TAPES,4321105,5049
TAQUARA,4321204,5050
TAQUARI,4321303,5051
TAQUARUÇU DO SUL,4321329,5052
TAVARES,4321352,5053
TENENTE PORTELA,4321402,5054
TERRA DE AREIA,4321436,5055
TEUTÔNIA,4321451,5056
TIO HUGO,4321469,5057
TIRADENTES DO SUL,4321477,5058
TOROPI,4321493,5059
TORRES,4321501,5060
TRAMANDAÍ,4321600,5061
TRAVESSEIRO,4321626,5062
TRÊS ARROIOS,4321634,5063
TRÊS CACHOEIRAS,4321667,5064
TRÊS COROAS,4321709,5065
TRÊS DE MAIO,4321808,5066
TRÊS FORQUILHAS,4321832,5067
TRÊS PALMEIRAS,4321857,5068
TRÊS PASSOS,4321907,5069
TRINDADE DO SUL,4321956,5070
TRIUNFO,4322004,5071
TUCUNDUVA,4322103,5072
TUNAS,4322152,5073
TUPANCI DO SUL,4322186,5074
TUPANCIRETÃ,4322202,5075
TUPANDI,4322251,5076
TUPARENDI,4322301,5077
TURUÇU,4322327,5078
UBIRETAMA,4322343,5079
UNIÃO DA SERRA,4322350,5080
UNISTALDA,4322376,5081
URUGUAIANA,4322400,5082
VACARIA,4322509,5083
VALE VERDE,4322525,5084
VALE DO SOL,4322533,5085
VALE REAL,4322541,5086
VANINI,4322558,5087
VENÂNCIO AIRES,4322608,5088
VERA CRUZ,4322707,5089
VERANÓPOLIS,4322806,5090
VESPASIANO CORRÊA,4322855,5091
VIADUTOS,4322905,5092
VIAMÃO,4323002,5093
VICENTE DUTRA,4323101,5094
VICTOR GRAEFF,4323200,5095
VILA FLORES,4323309,5096
VILA LÂNGARO,4323358,5097
VILA MARIA,4323408,5098
VILA NOVA DO SUL,4323457,5099
VISTA ALEGRE,4323507,5100
VISTA ALEGRE DO PRATA,4323606,5101
VISTA GAÚCHA,4323705,5102
VITÓRIA DAS MISSÕES,4323754,5103
WESTFÁLIA,4323770,5104
XANGRI-LÁ,4323804,5105
ÁGUA CLARA,5000203,5106
ALCINÓPOLIS,5000252,5107
AMAMBAI,5000609,5108
ANASTÁCIO,5000708,5109
ANAURILÂNDIA,5000807,5110
ANGÉLICA,5000856,5111
ANTÔNIO JOÃO,5000906,5112
APARECIDA DO TABOADO,5001003,5113
AQUIDAUANA,5001102,5114
ARAL MOREIRA,5001243,5115
BANDEIRANTES,5001508,5116
BATAGUASSU,5001904,5117
BATAYPORÃ,5002001,5118
BELA VISTA,5002100,5119
BODOQUENA,5002159,5120
BONITO,5002209,5121
BRASILÂNDIA,5002308,5122
CAARAPÓ,5002407,5123
CAMAPUÃ,5002605,5124
CAMPO GRANDE,5002704,5125
CARACOL,5002803,5126
CASSILÂNDIA,5002902,5127
CHAPADÃO DO SUL,5002951,5128
CORGUINHO,5003108,5129
CORONEL SAPUCAIA,5003157,5130
CORUMBÁ,5003207,5131
COSTA RICA,5003256,5132
COXIM,5003306,5133
DEODÁPOLIS,5003454,5134
DOIS IRMÃOS DO BURITI,5003488,5135
DOURADINA,5003504,5136
DOURADOS,5003702,5137
ELDORADO,5003751,5138
FÁTIMA DO SUL,5003801,5139
FIGUEIRÃO,5003900,5140
GLÓRIA DE DOURADOS,5004007,5141
GUIA LOPES DA LAGUNA,5004106,5142
IGUATEMI,5004304,5143
INOCÊNCIA,5004403,5144
ITAPORÃ,5004502,5145
ITAQUIRAÍ,5004601,5146
IVINHEMA,5004700,5147
JAPORÃ,5004809,5148
JARAGUARI,5004908,5149
JARDIM,5005004,5150
JATEÍ,5005103,5151
JUTI,5005152,5152
LADÁRIO,5005202,5153
LAGUNA CARAPÃ,5005251,5154
MARACAJU,5005400,5155
MIRANDA,5005608,5156
MUNDO NOVO,5005681,5157
NAVIRAÍ,5005707,5158
NIOAQUE,5005806,5159
NOVA ALVORADA DO SUL,5006002,5160
NOVA ANDRADINA,5006200,5161
NOVO HORIZONTE DO SUL,5006259,5162
PARAÍSO DAS ÁGUAS,5006275,5163
PARANAÍBA,5006309,5164
PARANHOS,5006358,5165
PEDRO GOMES,5006408,5166
PONTA PORÃ,5006606,5167
PORTO MURTINHO,5006903,5168
RIBAS DO RIO PARDO,5007109,5169
RIO BRILHANTE,5007208,5170
RIO NEGRO,5007307,5171
RIO VERDE DE MATO GROSSO,5007406,5172
ROCHEDO,5007505,5173
SANTA RITA DO PARDO,5007554,5174
SÃO GABRIEL DO OESTE,5007695,5175
SETE QUEDAS,5007703,5176
SELVÍRIA,5007802,5177
SIDROLÂNDIA,5007901,5178
SONORA,5007935,5179
TACURU,5007950,5180
TAQUARUSSU,5007976,5181
TERENOS,5008008,5182
TRÊS LAGOAS,5008305,5183
VICENTINA,5008404,5184
ACORIZAL,5100102,5185
ÁGUA BOA,5100201,5186
ALTA FLORESTA,5100250,5187
ALTO ARAGUAIA,5100300,5188
ALTO BOA VISTA,5100359,5189
ALTO GARÇAS,5100409,5190
ALTO PARAGUAI,5100508,5191
ALTO TAQUARI,5100607,5192
APIACÁS,5100805,5193
ARAGUAIANA,5101001,5194
ARAGUAINHA,5101209,5195
ARAPUTANGA,5101258,5196
ARENÁPOLIS,5101308,5197
ARIPUANÃ,5101407,5198
BARÃO DE MELGAÇO,5101605,5199
BARRA DO BUGRES,5101704,5200
BARRA DO GARÇAS,5101803,5201
BOM JESUS DO ARAGUAIA,5101852,5202
BRASNORTE,5101902,5203
CÁCERES,5102504,5204
CAMPINÁPOLIS,5102603,5205
CAMPO NOVO DO PARECIS,5102637,5206
CAMPO VERDE,5102678,5207
CAMPOS DE JÚLIO,5102686,5208
CANABRAVA DO NORTE,5102694,5209
CANARANA,5102702,5210
CARLINDA,5102793,5211
CASTANHEIRA,5102850,5212
CHAPADA DOS GUIMARÃES,5103007,5213
CLÁUDIA,5103056,5214
COCALINHO,5103106,5215
COLÍDER,5103205,5216
COLNIZA,5103254,5217
COMODORO,5103304,5218
CONFRESA,5103353,5219
CONQUISTA D'OESTE,5103361,5220
COTRIGUAÇU,5103379,5221
CUIABÁ,5103403,5222
CURVELÂNDIA,5103437,5223
DENISE,5103452,5224
DIAMANTINO,5103502,5225
DOM AQUINO,5103601,5226
FELIZ NATAL,5103700,5227
FIGUEIRÓPOLIS D'OESTE,5103809,5228
GAÚCHA DO NORTE,5103858,5229
GENERAL CARNEIRO,5103908,5230
GLÓRIA D'OESTE,5103957,5231
GUARANTÃ DO NORTE,5104104,5232
GUIRATINGA,5104203,5233
INDIAVAÍ,5104500,5234
IPIRANGA DO NORTE,5104526,5235
ITANHANGÁ,5104542,5236
ITAÚBA,5104559,5237
ITIQUIRA,5104609,5238
JACIARA,5104807,5239
JANGADA,5104906,5240
JAURU,5105002,5241
JUARA,5105101,5242
JUÍNA,5105150,5243
JURUENA,5105176,5244
JUSCIMEIRA,5105200,5245
LAMBARI D'OESTE,5105234,5246
LUCAS DO RIO VERDE,5105259,5247
LUCIARA,5105309,5248
VILA BELA DA SANTÍSSIMA TRINDADE,5105507,5249
MARCELÂNDIA,5105580,5250
MATUPÁ,5105606,5251
MIRASSOL D'OESTE,5105622,5252
NOBRES,5105903,5253
NORTELÂNDIA,5106000,5254
NOSSA SENHORA DO LIVRAMENTO,5106109,5255
NOVA BANDEIRANTES,5106158,5256
NOVA NAZARÉ,5106174,5257
NOVA LACERDA,5106182,5258
NOVA SANTA HELENA,5106190,5259
NOVA BRASILÂNDIA,5106208,5260
NOVA CANAÃ DO NORTE,5106216,5261
NOVA MUTUM,5106224,5262
NOVA OLÍMPIA,5106232,5263
NOVA UBIRATÃ,5106240,5264
NOVA XAVANTINA,5106257,5265
NOVO MUNDO,5106265,5266
NOVO HORIZONTE DO NORTE,5106273,5267
NOVO SÃO JOAQUIM,5106281,5268
PARANAÍTA,5106299,5269
PARANATINGA,5106307,5270
NOVO SANTO ANTÔNIO,5106315,5271
PEDRA PRETA,5106372,5272
PEIXOTO DE AZEVEDO,5106422,5273
PLANALTO DA SERRA,5106455,5274
POCONÉ,5106505,5275
PONTAL DO ARAGUAIA,5106653,5276
PONTE BRANCA,5106703,5277
PONTES E LACERDA,5106752,5278
PORTO ALEGRE DO NORTE,5106778,5279
PORTO DOS GAÚCHOS,5106802,5280
PORTO ESPERIDIÃO,5106828,5281
PORTO ESTRELA,5106851,5282
POXORÉU,5107008,5283
PRIMAVERA DO LESTE,5107040,5284
QUERÊNCIA,5107065,5285
SÃO JOSÉ DOS QUATRO MARCOS,5107107,5286
RESERVA DO CABAÇAL,5107156,5287
RIBEIRÃO CASCALHEIRA,5107180,5288
RIBEIRÃOZINHO,5107198,5289
RIO BRANCO,5107206,5290
SANTA CARMEM,5107248,5291
SANTO AFONSO,5107263,5292
SÃO JOSÉ DO POVO,5107297,5293
SÃO JOSÉ DO RIO CLARO,5107305,5294
SÃO JOSÉ DO XINGU,5107354,5295
SÃO PEDRO DA CIPA,5107404,5296
RONDOLÂNDIA,5107578,5297
RONDONÓPOLIS,5107602,5298
ROSÁRIO OESTE,5107701,5299
SANTA CRUZ DO XINGU,5107743,5300
SALTO DO CÉU,5107750,5301
SANTA RITA DO TRIVELATO,5107768,5302
SANTA TEREZINHA,5107776,5303
SANTO ANTÔNIO DO LESTE,5107792,5304
SANTO ANTÔNIO DO LEVERGER,5107800,5305
SÃO FÉLIX DO ARAGUAIA,5107859,5306
SAPEZAL,5107875,5307
SERRA NOVA DOURADA,5107883,5308
SINOP,5107909,5309
SORRISO,5107925,5310
TABAPORÃ,5107941,5311
TANGARÁ DA SERRA,5107958,5312
TAPURAH,5108006,5313
TERRA NOVA DO NORTE,5108055,5314
TESOURO,5108105,5315
TORIXORÉU,5108204,5316
UNIÃO DO SUL,5108303,5317
VALE DE SÃO DOMINGOS,5108352,5318
VÁRZEA GRANDE,5108402,5319
VERA,5108501,5320
VILA RICA,5108600,5321
NOVA GUARITA,5108808,5322
NOVA MARILÂNDIA,5108857,5323
NOVA MARINGÁ,5108907,5324
NOVA MONTE VERDE,5108956,5325
ABADIA DE GOIÁS,5200050,5326
ABADIÂNIA,5200100,5327
ACREÚNA,5200134,5328
ADELÂNDIA,5200159,5329
ÁGUA FRIA DE GOIÁS,5200175,5330
ÁGUA LIMPA,5200209,5331
ÁGUAS LINDAS DE GOIÁS,5200258,5332
ALEXÂNIA,5200308,5333
ALOÂNDIA,5200506,5334
ALTO HORIZONTE,5200555,5335
ALTO PARAÍSO DE GOIÁS,5200605,5336
ALVORADA DO NORTE,5200803,5337
AMARALINA,5200829,5338
AMERICANO DO BRASIL,5200852,5339
AMORINÓPOLIS,5200902,5340
ANÁPOLIS,5201108,5341
ANHANGUERA,5201207,5342
ANICUNS,5201306,5343
APARECIDA DE GOIÂNIA,5201405,5344
APARECIDA DO RIO DOCE,5201454,5345
APORÉ,5201504,5346
ARAÇU,5201603,5347
ARAGARÇAS,5201702,5348
ARAGOIÂNIA,5201801,5349
ARAGUAPAZ,5202155,5350
ARENÓPOLIS,5202353,5351
ARUANÃ,5202502,5352
AURILÂNDIA,5202601,5353
AVELINÓPOLIS,5202809,5354
BALIZA,5203104,5355
BARRO ALTO,5203203,5356
BELA VISTA DE GOIÁS,5203302,5357
BOM JARDIM DE GOIÁS,5203401,5358
BOM JESUS DE GOIÁS,5203500,5359
BONFINÓPOLIS,5203559,5360
BONÓPOLIS,5203575,5361
BRAZABRANTES,5203609,5362
BRITÂNIA,5203807,5363
BURITI ALEGRE,5203906,5364
BURITI DE GOIÁS,5203939,5365
BURITINÓPOLIS,5203962,5366
CABECEIRAS,5204003,5367
CACHOEIRA ALTA,5204102,5368
CACHOEIRA DE GOIÁS,5204201,5369
CACHOEIRA DOURADA,5204250,5370
CAÇU,5204300,5371
CAIAPÔNIA,5204409,5372
CALDAS NOVAS,5204508,5373
CALDAZINHA,5204557,5374
CAMPESTRE DE GOIÁS,5204607,5375
CAMPINAÇU,5204656,5376
CAMPINORTE,5204706,5377
CAMPO ALEGRE DE GOIÁS,5204805,5378
CAMPO LIMPO DE GOIÁS,5204854,5379
CAMPOS BELOS,5204904,5380
CAMPOS VERDES,5204953,5381
CARMO DO RIO VERDE,5205000,5382
CASTELÂNDIA,5205059,5383
CATALÃO,5205109,5384
CATURAÍ,5205208,5385
CAVALCANTE,5205307,5386
CERES,5205406,5387
CEZARINA,5205455,5388
CHAPADÃO DO CÉU,5205471,5389
CIDADE OCIDENTAL,5205497,5390
COCALZINHO DE GOIÁS,5205513,5391
COLINAS DO SUL,5205521,5392
CÓRREGO DO OURO,5205703,5393
CORUMBÁ DE GOIÁS,5205802,5394
CORUMBAÍBA,5205901,5395
CRISTALINA,5206206,5396
CRISTIANÓPOLIS,5206305,5397
CRIXÁS,5206404,5398
CROMÍNIA,5206503,5399
CUMARI,5206602,5400
DAMIANÓPOLIS,5206701,5401
DAMOLÂNDIA,5206800,5402
DAVINÓPOLIS,5206909,5403
DIORAMA,5207105,5404
DOVERLÂNDIA,5207253,5405
EDEALINA,5207352,5406
EDÉIA,5207402,5407
ESTRELA DO NORTE,5207501,5408
FAINA,5207535,5409
FAZENDA NOVA,5207600,5410
FIRMINÓPOLIS,5207808,5411
FLORES DE GOIÁS,5207907,5412
FORMOSA,5208004,5413
FORMOSO,5208103,5414
GAMELEIRA DE GOIÁS,5208152,5415
DIVINÓPOLIS DE GOIÁS,5208301,5416
GOIANÁPOLIS,5208400,5417
GOIANDIRA,5208509,5418
GOIANÉSIA,5208608,5419
GOIÂNIA,5208707,5420
GOIANIRA,5208806,5421
GOIÁS,5208905,5422
GOIATUBA,5209101,5423
GOUVELÂNDIA,5209150,5424
GUAPÓ,5209200,5425
GUARAÍTA,5209291,5426
GUARANI DE GOIÁS,5209408,5427
GUARINOS,5209457,5428
HEITORAÍ,5209606,5429
HIDROLÂNDIA,5209705,5430
HIDROLINA,5209804,5431
IACIARA,5209903,5432
INACIOLÂNDIA,5209937,5433
INDIARA,5209952,5434
INHUMAS,5210000,5435
IPAMERI,5210109,5436
IPIRANGA DE GOIÁS,5210158,5437
IPORÁ,5210208,5438
ISRAELÂNDIA,5210307,5439
ITABERAÍ,5210406,5440
ITAGUARI,5210562,5441
ITAGUARU,5210604,5442
ITAJÁ,5210802,5443
ITAPACI,5210901,5444
ITAPIRAPUÃ,5211008,5445
ITAPURANGA,5211206,5446
ITARUMÃ,5211305,5447
ITAUÇU,5211404,5448
ITUMBIARA,5211503,5449
IVOLÂNDIA,5211602,5450
JANDAIA,5211701,5451
JARAGUÁ,5211800,5452
JATAÍ,5211909,5453
JAUPACI,5212006,5454
JESÚPOLIS,5212055,5455
JOVIÂNIA,5212105,5456
JUSSARA,5212204,5457
LAGOA SANTA,5212253,5458
LEOPOLDO DE BULHÕES,5212303,5459
LUZIÂNIA,5212501,5460
MAIRIPOTABA,5212600,5461
MAMBAÍ,5212709,5462
MARA ROSA,5212808,5463
MARZAGÃO,5212907,5464
MATRINCHÃ,5212956,5465
MAURILÂNDIA,5213004,5466
MIMOSO DE GOIÁS,5213053,5467
MINAÇU,5213087,5468
MINEIROS,5213103,5469
MOIPORÁ,5213400,5470
MONTE ALEGRE DE GOIÁS,5213509,5471
MONTES CLAROS DE GOIÁS,5213707,5472
MONTIVIDIU,5213756,5473
MONTIVIDIU DO NORTE,5213772,5474
MORRINHOS,5213806,5475
MORRO AGUDO DE GOIÁS,5213855,5476
MOSSÂMEDES,5213905,5477
MOZARLÂNDIA,5214002,5478
MUNDO NOVO,5214051,5479
MUTUNÓPOLIS,5214101,5480
NAZÁRIO,5214408,5481
NERÓPOLIS,5214507,5482
NIQUELÂNDIA,5214606,5483
NOVA AMÉRICA,5214705,5484
NOVA AURORA,5214804,5485
NOVA CRIXÁS,5214838,5486
NOVA GLÓRIA,5214861,5487
NOVA IGUAÇU DE GOIÁS,5214879,5488
NOVA ROMA,5214903,5489
NOVA VENEZA,5215009,5490
NOVO BRASIL,5215207,5491
NOVO GAMA,5215231,5492
NOVO PLANALTO,5215256,5493
ORIZONA,5215306,5494
OURO VERDE DE GOIÁS,5215405,5495
OUVIDOR,5215504,5496
PADRE BERNARDO,5215603,5497
PALESTINA DE GOIÁS,5215652,5498
PALMEIRAS DE GOIÁS,5215702,5499
PALMELO,5215801,5500
PALMINÓPOLIS,5215900,5501
PANAMÁ,5216007,5502
